yearmonth,IUCR,Primary Type,Description,FBI Code,count
2003-05,2220,LIQUOR LAW VIOLATION,ILLEGAL POSSESSION BY MINOR,22,27
2003-08,2870,PUBLIC PEACE VIOLATION,PEEPING TOM,24,10
2003-08,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,11,92
2003-06,0266,CRIM SEXUAL ASSAULT,PREDATORY,02,8
2003-07,0557,ASSAULT,AGG PRO.EMP:KNIFE/CUTTING INST,04A,4
2003-10,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,08B,55
2003-09,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,16,351
2003-10,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,14,128
2003-11,2870,PUBLIC PEACE VIOLATION,PEEPING TOM,24,7
2003-10,0488,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDGUN,04B,3
2004-03,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,07,1454
2003-12,0870,THEFT,POCKET-PICKING,06,200
2004-03,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,26,231
2003-12,1790,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,20,21
2004-02,2870,PUBLIC PEACE VIOLATION,PEEPING TOM,24,4
2004-02,0263,CRIM SEXUAL ASSAULT,AGGRAVATED: KNIFE/CUT INSTR,02,3
2004-04,041A,BATTERY,AGGRAVATED: HANDGUN,04B,138
2004-05,2840,PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,24,12
2003-06,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,26,57
2003-06,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",07,60
2003-08,2830,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,17,41
2003-08,0453,BATTERY,AGGRAVATED PO: OTHER DANG WEAP,04B,15
2003-10,2900,WEAPONS VIOLATION,UNLAWFUL USE/SALE AIR RIFLE,15,23
2003-09,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,02,78
2003-10,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,26,33
2003-09,0895,THEFT,FROM COIN-OP MACHINE/DEVICE,06,12
2003-10,1090,ARSON,ATTEMPT ARSON,09,13
2003-08,2013,NARCOTICS,MANU/DELIVER: HEROIN(BRN/TAN),18,5
2003-10,2091,NARCOTICS,FORFEIT PROPERTY,26,21
2003-10,0555,ASSAULT,AGG PRO.EMP: HANDGUN,04A,3
2003-09,1590,SEX OFFENSE,ATT AGG CRIMINAL SEXUAL ABUSE,17,1
2004-01,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",07,215
2003-12,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",07,9
2004-02,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,26,17
2003-11,2012,NARCOTICS,MANU/DELIVER:COCAINE,18,12
2004-06,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,20,14
2004-05,1365,CRIMINAL TRESPASS,TO RESIDENCE,26,154
2004-04,2023,NARCOTICS,POSS: HEROIN(BRN/TAN),18,18
2003-03,1544,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,17,4
2003-08,3400,PUBLIC PEACE VIOLATION,LOOTING,26,1
2003-08,4255,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,26,19
2003-08,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,02,34
2003-06,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,04B,1
2003-06,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,11,3
2003-06,1335,CRIMINAL TRESPASS,TO AIRPORT,26,2
2003-11,1310,CRIMINAL DAMAGE,TO PROPERTY,14,2045
2003-10,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,26,195
2003-10,3730,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,24,6
2004-03,3100,PUBLIC PEACE VIOLATION,MOB ACTION,24,13
2003-12,2870,PUBLIC PEACE VIOLATION,PEEPING TOM,24,5
2004-01,1536,PUBLIC INDECENCY,LICENSED PREMISE,17,1
2004-04,2820,OTHER OFFENSE,TELEPHONE THREAT,26,939
2004-04,1661,GAMBLING,GAME/DICE,19,82
2004-06,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,11,256
2004-06,1513,PROSTITUTION,SOLICIT FOR BUSINESS,16,115
2004-05,2870,PUBLIC PEACE VIOLATION,PEEPING TOM,24,7
2004-05,2023,NARCOTICS,POSS: HEROIN(BRN/TAN),18,20
2003-04,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,02,1
2003-06,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,04B,211
2003-06,0261,CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,02,10
2003-06,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,26,8
2003-06,051B,ASSAULT,AGGRAVATED: OTHER FIREARM,04A,16
2003-06,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,15,64
2003-05,4310,OTHER OFFENSE,POSSESSION OF BURGLARY TOOLS,26,10
2003-07,0479,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,04B,2
2003-08,2240,LIQUOR LAW VIOLATION,MINOR MISREPRESENT AGE,22,1
2003-11,2027,NARCOTICS,POSS: CRACK,18,1036
2003-10,0553,ASSAULT,AGGRAVATED PO: OTHER DANG WEAP,04A,9
2004-01,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,26,40
2003-12,1370,CRIMINAL DAMAGE,TO FIRE FIGHT.APP.EQUIP,14,1
2004-06,0840,THEFT,FINANCIAL ID THEFT: OVER $300,06,298
2004-06,2220,LIQUOR LAW VIOLATION,ILLEGAL POSSESSION BY MINOR,22,24
2004-04,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,26,42
2004-05,1200,DECEPTIVE PRACTICE,STOLEN PROP: BUY/RECEIVE/POS.,13,24
2004-03,1450,WEAPONS VIOLATION,DEFACE IDENT MARKS OF FIREARM,15,1
2004-06,3730,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,24,6
2004-05,0555,ASSAULT,AGG PRO.EMP: HANDGUN,04A,2
2003-05,0334,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,03,12
2003-07,1626,GAMBLING,ILLEGAL ILL LOTTERY,19,6
2003-08,0261,CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,02,9
2003-06,5003,OTHER OFFENSE,OTHER ARSON/EXPLOSIVE INCIDENT,26,1
2003-08,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,12,9
2003-10,0870,THEFT,POCKET-PICKING,06,171
2004-01,2024,NARCOTICS,POSS: HEROIN(WHITE),18,602
2004-02,1370,CRIMINAL DAMAGE,TO FIRE FIGHT.APP.EQUIP,14,3
2003-12,1090,ARSON,ATTEMPT ARSON,09,10
2004-02,0330,ROBBERY,AGGRAVATED,03,48
2004-03,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,17,34
2004-06,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,06,117
2004-04,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),18,180
2004-05,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,11,212
2004-06,143C,WEAPONS VIOLATION,UNLAWFUL POSS AMMUNITION,15,5
2003-05,2830,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,17,42
2003-07,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,26,289
2003-08,0870,THEFT,POCKET-PICKING,06,200
2003-05,5004,SEX OFFENSE,ATT CRIM SEXUAL ABUSE,17,10
2003-08,1340,CRIMINAL DAMAGE,TO STATE SUP PROP,14,47
2003-05,1725,OFFENSE INVOLVING CHILDREN,CONTRIBUTE CRIM DELINQUENCY JUVENILE,26,1
2003-06,1590,SEX OFFENSE,ATT AGG CRIMINAL SEXUAL ABUSE,17,3
2003-08,4210,KIDNAPPING,KIDNAPPING,26,5
2003-04,1610,GAMBLING,BOOKMAKING/HORSES,19,1
2003-09,3960,INTIMIDATION,INTIMIDATION,26,32
2003-09,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,26,164
2003-11,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,26,26
2003-10,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,10,49
2003-11,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,03,52
2003-11,0334,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,03,13
2003-10,0489,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER FIREARM,04B,2
2003-04,1185,DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,11,1
2003-11,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,04B,5
2004-02,0320,ROBBERY,STRONGARM - NO WEAPON,03,339
2003-12,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,18,66
2004-01,1020,ARSON,BY FIRE,09,41
2004-02,0850,THEFT,ATTEMPT THEFT,06,53
2004-02,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,18,92
2004-02,2840,PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,24,16
2004-02,1090,ARSON,ATTEMPT ARSON,09,17
2004-01,501A,OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,26,26
2003-12,1549,PROSTITUTION,OTHER PROSTITUTION OFFENSE,16,1
2004-04,1310,CRIMINAL DAMAGE,TO PROPERTY,14,2201
2004-04,0440,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,08B,22
2004-04,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,26,15
2004-07,0330,ROBBERY,AGGRAVATED,03,57
2003-01,1564,SEX OFFENSE,CRIMINAL TRANSMISSION OF HIV,17,2
2003-06,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,10,37
2003-07,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",07,41
2003-08,1792,KIDNAPPING,CHILD ABDUCTION/STRANGER,20,18
2003-07,0485,BATTERY,AGGRAVATED OF A CHILD,04B,5
2003-04,1631,GAMBLING,WIREROOM/SPORTS,19,1
2003-10,0552,ASSAULT,AGGRAVATED PO:KNIFE/CUT INSTR,04A,1
2003-10,0450,BATTERY,AGGRAVATED PO: HANDGUN,04B,1
2003-12,0865,THEFT,DELIVERY CONTAINER THEFT,06,5
2004-02,0482,BATTERY,AGG PRO.EMP:KNIFE/CUTTING INST,04B,1
2003-12,0480,BATTERY,AGG PRO.EMP: HANDGUN,04B,5
2003-11,1680,GAMBLING,OTHER,19,2
2004-02,502T,OTHER OFFENSE,TAMPER WITH MOTOR VEHICLE,26,3
2004-02,1850,NARCOTICS,CANNABIS PLANT,18,2
2004-06,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",07,33
2003-03,1626,GAMBLING,ILLEGAL ILL LOTTERY,19,4
2003-05,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,14,155
2003-06,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,15,231
2003-07,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,08B,23
2003-07,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,11,4
2003-06,1030,ARSON,POS: EXPLOSIVE/INCENDIARY DEV,26,1
2003-08,0554,ASSAULT,AGG PO HANDS NO/MIN INJURY,08A,20
2003-10,2840,PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,24,14
2003-08,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,20,11
2003-10,2018,NARCOTICS,MANU/DELIVER:SYNTHETIC DRUGS,18,1
2003-10,1265,CRIMINAL DAMAGE,LIBRARY VANDALISM,14,1
2003-12,2027,NARCOTICS,POSS: CRACK,18,901
2003-12,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,04A,103
2003-12,143B,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,15,12
2003-12,1170,DECEPTIVE PRACTICE,IMPERSONATION,11,7
2004-03,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,18,58
2004-04,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,24,28
2004-05,1505,PROSTITUTION,CALL OPERATION,16,15
2004-05,1195,DECEPTIVE PRACTICE,FINAN EXPLOIT-ELDERLY/DISABLED,11,19
2004-05,051B,ASSAULT,AGGRAVATED: OTHER FIREARM,04A,9
2003-05,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,14,111
2003-06,1460,WEAPONS VIOLATION,POSS FIREARM/AMMO:NO FOID CARD,15,17
2003-06,0850,THEFT,ATTEMPT THEFT,06,84
2003-05,2013,NARCOTICS,MANU/DELIVER: HEROIN(BRN/TAN),18,4
2003-08,1682,OTHER OFFENSE,ANIMAL FIGHTING,19,3
2003-11,0820,THEFT,$500 AND UNDER,06,2857
2003-10,031A,ROBBERY,ARMED: HANDGUN,03,599
2003-11,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,20,84
2003-11,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,10,71
2003-08,142A,WEAPONS VIOLATION,UNLAWFUL SALE HANDGUN,15,4
2003-10,4860,OTHER OFFENSE,BOARD PLANE WITH WEAPON,26,5
2003-09,1540,OBSCENITY,OBSCENE MATTER,17,2
2004-02,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,26,14
2004-04,2022,NARCOTICS,POSS: COCAINE,18,136
2004-05,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,02,69
2003-07,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,17,58
2003-06,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,04B,9
2003-06,501A,OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,26,38
2003-05,1335,CRIMINAL TRESPASS,TO AIRPORT,26,8
2003-11,1365,CRIMINAL TRESPASS,TO RESIDENCE,26,156
2003-09,3800,INTERFERENCE WITH PUBLIC OFFICER,INTERFERENCE JUDICIAL PROCESS,26,8
2003-11,2026,NARCOTICS,POSS: PCP,18,13
2004-01,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,18,82
2004-02,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,26,33
2004-03,1151,DECEPTIVE PRACTICE,ILLEGAL POSSESSION CASH CARD,11,5
2003-12,1205,DECEPTIVE PRACTICE,"THEFT BY LESSEE,NON-VEH",11,5
2003-12,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,04B,58
2004-02,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,03,57
2004-01,2029,NARCOTICS,POSS: HEROIN(BLACK TAR),18,2
2004-03,500N,OTHER OFFENSE,ABUSE/NEGLECT: CARE FACILITY,26,1
2003-01,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,04B,1
2003-11,2240,LIQUOR LAW VIOLATION,MINOR MISREPRESENT AGE,22,1
2004-04,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,04B,163
2004-04,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,11,152
2004-04,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,26,161
2004-05,142A,WEAPONS VIOLATION,UNLAWFUL SALE HANDGUN,15,2
2004-06,1245,DECEPTIVE PRACTICE,PAY TV SERVICE OFFENSES,11,2
2003-07,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,26,120
2003-08,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,11,161
2003-07,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,17,79
2003-08,0935,MOTOR VEHICLE THEFT,"THEFT/RECOVERY: TRUCK,BUS,MHOME",07,39
2003-10,1792,KIDNAPPING,CHILD ABDUCTION / STRANGER,26,1
2003-11,2110,NARCOTICS,POS: HYPODERMIC NEEDLE,18,6
2004-01,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,26,25
2004-02,1682,OTHER OFFENSE,ANIMAL FIGHTING,19,4
2004-06,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,18,63
2004-06,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,26,52
2004-06,4255,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,26,7
2003-07,0870,THEFT,POCKET-PICKING,06,164
2003-06,2111,NARCOTICS,SALE/DEL HYPODERMIC NEEDLE,26,2
2003-08,2015,NARCOTICS,MANU/DELIVER: HALLUCINOGEN,18,2
2004-01,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),18,140
2004-01,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,26,712
2004-02,0842,THEFT,AGG: FINANCIAL ID THEFT,06,25
2004-01,3800,INTERFERENCE WITH PUBLIC OFFICER,INTERFERENCE JUDICIAL PROCESS,26,7
2004-01,0551,ASSAULT,AGGRAVATED PO: OTHER FIREARM,04A,1
2004-02,4652,OTHER OFFENSE,SEX OFFENDER: PROHIBITED ZONE,26,1
2004-06,1512,PROSTITUTION,SOLICIT FOR PROSTITUTE,16,5
2004-05,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,07,187
2004-06,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,03,40
2004-04,143B,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,15,14
2004-05,1375,CRIMINAL DAMAGE,INSTITUTIONAL VANDALISM,14,6
2004-06,1235,DECEPTIVE PRACTICE,UNLAWFUL USE OF RECORDED SOUND,11,7
2004-06,0266,CRIM SEXUAL ASSAULT,PREDATORY,02,18
2004-06,0271,CRIM SEXUAL ASSAULT,ATTEMPT AGG: HANDGUN,02,1
2003-06,1020,ARSON,BY FIRE,09,56
2003-06,3000,PUBLIC PEACE VIOLATION,SELL/ADVERTISE FIREWORKS,26,5
2003-09,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,14,118
2003-09,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,26,18
2003-10,1790,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,20,27
2003-08,1720,OFFENSE INVOLVING CHILDREN,CONTRIBUTE DELINQUENCY OF A CHILD,20,7
2003-10,5008,OTHER OFFENSE,FIREARM REGISTRATION VIOLATION,26,1
2004-01,2023,NARCOTICS,POSS: HEROIN(BRN/TAN),18,20
2004-02,1360,CRIMINAL TRESPASS,TO VEHICLE,26,45
2003-12,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,11,104
2004-03,2900,WEAPONS VIOLATION,UNLAWFUL USE/SALE AIR RIFLE,15,17
2004-02,2022,NARCOTICS,POSS: COCAINE,18,151
2004-01,143B,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,15,21
2004-03,0935,MOTOR VEHICLE THEFT,"THEFT/RECOVERY: TRUCK,BUS,MHOME",07,23
2004-01,1544,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,17,2
2004-04,0820,THEFT,$500 AND UNDER,06,2398
2004-06,041B,BATTERY,AGGRAVATED: OTHER FIREARM,04B,2
2003-07,2015,NARCOTICS,MANU/DELIVER: HALLUCINOGEN,18,2
2003-07,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,15,25
2003-08,5004,SEX OFFENSE,ATT CRIM SEXUAL ABUSE,17,6
2003-06,143C,WEAPONS VIOLATION,UNLAWFUL POSS AMMUNITION,15,5
2003-07,2021,NARCOTICS,POSS: BARBITUATES,18,1
2003-11,0261,CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,02,12
2003-08,1505,PROSTITUTION,CALL OPERATION,16,7
2003-10,0558,ASSAULT,AGG PRO.EMP: OTHER DANG WEAPON,04A,11
2003-09,0550,ASSAULT,AGGRAVATED PO: HANDGUN,04A,4
2004-03,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,26,826
2004-01,2017,NARCOTICS,MANU/DELIVER:CRACK,18,204
2004-02,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,26,165
2003-12,3730,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,24,7
2004-01,0552,ASSAULT,AGGRAVATED PO:KNIFE/CUT INSTR,04A,2
2003-11,1255,DECEPTIVE PRACTICE,UNIDENTIFIABLE RECORDING SOUND,11,1
2004-04,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,11,145
2004-04,2840,PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,24,6
2004-05,2030,NARCOTICS,MANU/DELIVER:LOOK-ALIKE DRUG,18,1
2004-05,0895,THEFT,FROM COIN-OP MACHINE/DEVICE,06,8
2003-07,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,04A,204
2003-05,3730,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,24,7
2003-06,3970,INTIMIDATION,EXTORTION,26,2
2003-08,2020,NARCOTICS,POSS: AMPHETAMINES,18,1
2003-11,2022,NARCOTICS,POSS: COCAINE,18,144
2003-10,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,03,75
2003-09,3750,INTERFERENCE WITH PUBLIC OFFICER,ESCAPE,24,2
2003-10,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,20,4
2003-11,2860,PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,24,10
2003-09,0551,ASSAULT,AGGRAVATED PO: OTHER FIREARM,04A,2
2004-02,1330,CRIMINAL TRESPASS,TO LAND,26,758
2003-12,1151,DECEPTIVE PRACTICE,ILLEGAL POSSESSION CASH CARD,11,7
2004-01,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,02,32
2003-12,143C,WEAPONS VIOLATION,UNLAWFUL POSS AMMUNITION,15,4
2003-12,0462,BATTERY,AGG PRO EMP HANDS SERIOUS INJ,04B,3
2003-11,1622,GAMBLING,BOLITA OR BOLI PUL/WRITER,19,1
2004-03,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,18,334
2004-05,1792,KIDNAPPING,CHILD ABDUCTION/STRANGER,20,18
2003-03,1585,SEX OFFENSE,OTHER,17,1
2003-07,2094,NARCOTICS,ATTEMPT POSSESSION CANNABIS,18,38
2003-08,0895,THEFT,FROM COIN-OP MACHINE/DEVICE,06,25
2003-08,2851,PUBLIC PEACE VIOLATION,ARSON THREAT,26,50
2003-07,1170,DECEPTIVE PRACTICE,IMPERSONATION,11,8
2003-08,3960,INTIMIDATION,INTIMIDATION,26,20
2003-05,1680,GAMBLING,OTHER,19,5
2003-06,4210,KIDNAPPING,KIDNAPPING,26,5
2003-10,3800,INTERFERENCE WITH PUBLIC OFFICER,INTERFERENCE JUDICIAL PROCESS,26,6
2003-09,0291,CRIM SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,02,4
2004-01,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,11,83
2004-01,1110,DECEPTIVE PRACTICE,BOGUS CHECK,11,86
2004-02,1537,OFFENSE INVOLVING CHILDREN,POS: PORNOGRAPHIC PRINT,16,2
2004-02,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,26,30
2004-03,2851,PUBLIC PEACE VIOLATION,ARSON THREAT,26,35
2003-12,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,08B,63
2004-03,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,05,74
2003-12,2210,LIQUOR LAW VIOLATION,SELL/GIVE/DEL LIQUOR TO MINOR,22,18
2003-12,141B,WEAPONS VIOLATION,UNLAWFUL USE OTHER FIREARM,15,2
2004-02,0271,CRIM SEXUAL ASSAULT,ATTEMPT AGG: HANDGUN,02,1
2004-07,1320,CRIMINAL DAMAGE,TO VEHICLE,14,2400
2004-05,0334,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,03,12
2003-04,4860,OTHER OFFENSE,BOARD PLANE WITH WEAPON,26,1
2003-04,2013,NARCOTICS,MANU/DELIVER: HEROIN(BRN/TAN),18,2
2003-07,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,04B,625
2003-07,031A,ROBBERY,ARMED: HANDGUN,03,519
2003-05,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,11,190
2003-05,2020,NARCOTICS,POSS: AMPHETAMINES,18,3
2003-05,0274,CRIM SEXUAL ASSAULT,ATTEMPT AGG: OTHER DANG WEAPON,02,1
2003-09,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,04A,194
2003-11,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,11,166
2003-10,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,04B,13
2003-10,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,06,113
2003-09,031B,ROBBERY,ARMED: OTHER FIREARM,03,11
2004-01,051A,ASSAULT,AGGRAVATED: HANDGUN,04A,225
2003-12,0440,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,08B,23
2003-11,1720,OFFENSE INVOLVING CHILDREN,CONTRIBUTE DELINQUENCY OF A CHILD,20,2
2004-04,0620,BURGLARY,UNLAWFUL ENTRY,05,446
2004-06,0842,THEFT,AGG: FINANCIAL ID THEFT,06,22
2003-04,5004,SEX OFFENSE,ATT CRIM SEXUAL ABUSE,17,4
2003-04,0550,ASSAULT,AGGRAVATED PO: HANDGUN,04A,2
2003-04,143C,WEAPONS VIOLATION,UNLAWFUL POSS AMMUNITION,15,1
2003-07,0935,MOTOR VEHICLE THEFT,"THEFT/RECOVERY: TRUCK,BUS,MHOME",07,40
2003-06,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,15,15
2003-06,5004,SEX OFFENSE,ATT CRIM SEXUAL ABUSE,17,4
2003-08,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,26,29
2003-09,0475,BATTERY,OF UNBORN CHILD,08B,2
2003-11,1235,DECEPTIVE PRACTICE,UNLAWFUL USE OF RECORDED SOUND,11,3
2003-09,4652,OTHER OFFENSE,SEX OFFENDER: PROHIBITED ZONE,26,1
2003-11,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,02,15
2003-09,2900,WEAPONS VIOLATION,UNLAWFUL USE/SALE AIR RIFLE,15,11
2003-08,1540,OBSCENITY,OBSCENE MATTER,17,1
2003-12,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,14,69
2004-02,0895,THEFT,FROM COIN-OP MACHINE/DEVICE,06,3
2004-01,033B,ROBBERY,ATTEMPT: ARMED-OTHER FIREARM,03,1
2004-03,2220,LIQUOR LAW VIOLATION,ILLEGAL POSSESSION BY MINOR,22,20
2004-06,1570,SEX OFFENSE,PUBLIC INDECENCY,17,65
2004-05,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,26,14
2004-07,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,04B,87
2002-04,1562,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,17,1
2003-06,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,03,87
